storenum	studentid	year	month	day	hour	minute	money
1		2014011047	2016	8	24	14	23	-21.33
11		2014011560	2015	1	14	0	49	-18.45
7		2012011070	2015	11	21	1	18	-13.42
8		2014011844	2015	7	8	7	17	-9.53
9		2015010895	2015	7	28	22	6	-19.70
1		2014012434	2015	4	3	13	16	-15.36
1		2015011717	2015	12	23	23	8	-22.29
11		2013012563	2016	4	9	20	59	-6.41
11		2014011530	2016	1	9	10	22	-19.24
9		2014012332	2016	4	27	3	4	-20.68
7		2015010392	2015	12	4	11	25	-4.26
2		2013010264	2015	8	11	21	19	-10.69
14		2014012869	2016	3	20	15	36	-6.03
9		2013011305	2015	5	27	15	14	-13.49
3		2014011474	2016	3	23	20	39	-4.32
6		2012013351	2016	8	29	7	31	-18.40
10		2013011038	2016	11	22	11	36	-17.61
10		2014012919	2016	12	10	6	29	68.80
10		2013010396	2016	6	30	8	51	-16.84
11		2014011789	2015	12	4	19	19	-9.03
10		2014011700	2016	1	30	12	19	-7.56
5		2014012105	2015	5	18	17	22	-17.20
5		2012013689	2015	8	1	20	27	323.79
12		2015010894	2015	12	13	23	56	293.31
9		2012011059	2015	6	21	3	9	-18.88
5		2012013326	2016	2	20	12	58	-7.94
2		2015012971	2015	11	15	4	33	-11.53
7		2015013698	2015	6	5	19	14	-7.61
14		2014013033	2016	7	17	1	36	-8.22
7		2015010386	2016	11	23	10	48	-17.99
8		2012010189	2016	10	18	20	3	-18.17
14		2014013559	2015	4	12	14	56	-10.24
1		2014013250	2015	8	21	8	13	-10.86
7		2012013203	2015	10	26	12	30	-19.04
5		2015011443	2015	2	11	14	24	-6.87
14		2015011269	2016	8	8	1	34	-15.54
13		2014012084	2015	6	7	21	37	-9.85
14		2013010139	2016	9	10	3	36	-18.78
5		2013012014	2015	9	3	5	43	-13.18
7		2013011439	2015	7	26	4	44	-19.71
9		2012011606	2015	10	10	5	47	-17.46
14		2013010982	2016	5	6	12	54	-22.52
9		2013010657	2015	5	20	10	35	-14.11
8		2013010270	2016	3	31	23	52	-11.21
6		2014011725	2015	11	7	22	52	-14.78
7		2013011010	2016	6	20	19	14	-18.62
11		2015010323	2015	9	25	21	59	-20.98
8		2013011916	2015	11	21	18	48	-8.25
11		2014013720	2015	2	8	0	46	-19.74
2		2014013414	2015	9	3	10	7	-7.56
1		2013010650	2016	2	28	14	36	-7.38
3		2013012380	2015	12	5	0	34	-10.89
13		2014011813	2015	4	8	12	29	-5.44
9		2013013594	2016	6	14	18	12	203.87
1		2015010895	2016	5	22	13	4	-15.83
6		2015011530	2015	9	10	1	1	-14.23
14		2014013884	2016	4	6	12	43	145.77
9		2012011746	2016	6	3	2	16	156.30
7		2014010040	2016	4	14	22	59	-15.82
7		2013010096	2015	7	27	7	37	135.85
6		2013012788	2015	9	20	19	35	-16.86
5		2014011746	2016	7	12	7	56	-3.07
8		2013011030	2015	5	7	18	36	-7.17
11		2014010107	2016	12	23	3	4	-16.42
7		2014013131	2015	6	6	22	52	-16.00
14		2013010389	2016	6	5	20	58	-9.43
7		2015011879	2015	5	23	2	45	-14.64
6		2015012319	2016	1	21	0	14	-14.28
12		2012011706	2015	1	28	4	31	-18.44
11		2014013070	2016	7	6	4	21	-6.56
4		2015012568	2016	6	14	6	59	407.56
5		2012011886	2015	1	1	23	18	277.10
9		2012013798	2016	10	26	10	13	-18.75
5		2013011999	2015	8	10	21	14	-15.98
8		2013011034	2015	12	20	22	37	-21.54
7		2014010054	2016	4	4	3	42	-22.60
2		2014010093	2016	1	7	2	2	273.19
11		2014011355	2016	11	2	7	14	-18.17
2		2013010155	2015	1	28	22	15	9.26
14		2015011937	2016	6	15	15	1	-9.09
11		2013012696	2015	6	2	21	56	-14.03
7		2014012251	2016	9	29	20	47	-17.12
13		2014011406	2015	2	27	7	10	30.24
6		2012010149	2015	9	2	14	32	209.33
7		2012012695	2016	6	6	7	58	-7.37
12		2014010588	2015	8	8	17	7	-11.05
4		2013010851	2016	5	13	3	29	-9.51
11		2013010186	2016	2	1	3	42	-4.24
12		2013013158	2015	8	22	3	20	-5.40
2		2014012651	2015	8	18	5	35	-15.56
3		2015011328	2016	8	28	18	34	-3.97
7		2015013896	2015	2	15	2	24	-11.97
3		2012011567	2016	2	27	22	2	-11.79
12		2014012541	2016	2	19	16	5	-3.37
10		2015012655	2015	3	25	20	31	325.35
6		2014012247	2016	5	19	22	36	-5.62
11		2012010076	2015	2	19	16	12	-18.67
11		2014010148	2015	12	12	7	41	-8.54
5		2015011010	2015	9	12	14	35	-4.22
8		2014013679	2015	6	15	19	55	-13.47
7		2012010943	2015	9	26	17	45	-4.32
11		2013013154	2015	3	23	7	21	-15.65
5		2012010471	2016	3	9	16	45	65.72
1		2012011044	2016	11	27	22	41	-17.62
3		2013011667	2015	10	6	17	31	-14.31
9		2014011189	2015	2	11	0	14	-19.26
12		2013010868	2015	2	11	23	35	-8.99
11		2015010979	2015	3	21	10	0	-12.31
12		2014012481	2015	2	5	11	50	-4.30
4		2014010774	2016	11	25	3	25	-12.08
12		2013010890	2016	7	28	15	21	-15.35
12		2012011507	2015	3	26	6	14	-3.44
6		2012012439	2015	11	20	18	43	-7.78
4		2014013115	2015	8	26	13	54	-8.05
8		2012013857	2015	4	28	11	47	-13.31
10		2013011119	2016	1	30	21	24	-19.26
4		2015013228	2015	1	4	13	55	-14.61
5		2014013067	2015	4	11	13	20	-4.10
12		2015012816	2015	8	6	16	24	-17.98
5		2013010175	2016	10	28	13	1	-14.65
13		2014012212	2016	9	20	15	36	-14.87
3		2013013140	2016	6	24	5	34	-6.68
4		2014010921	2015	10	9	15	49	-12.70
7		2013012745	2015	8	8	11	51	-4.09
4		2015012362	2015	9	22	18	0	200.69
11		2014010543	2016	9	3	5	9	-21.36
3		2015013271	2016	11	9	10	42	-16.22
13		2014010961	2016	11	29	6	3	-11.41
6		2013011311	2015	11	25	14	24	-22.50
12		2014012014	2016	1	4	13	50	338.54
6		2012013390	2015	2	15	1	24	-4.87
14		2012011536	2016	4	18	19	15	-9.17
3		2013012605	2015	5	31	5	47	-9.23
8		2015010358	2016	9	18	20	42	-7.09
13		2013011052	2016	4	30	13	39	-16.36
4		2013010604	2015	3	21	8	2	-5.19
9		2015012848	2015	4	3	9	3	306.46
14		2012012415	2015	1	23	3	43	-19.44
1		2015013054	2015	3	1	21	5	-16.46
14		2013010378	2016	12	6	12	47	-22.41
8		2014010192	2016	5	31	8	39	55.39
13		2015010277	2015	7	25	15	28	-8.00
8		2015012121	2015	2	9	8	14	-22.45
8		2013013230	2015	9	2	14	9	-19.57
4		2014012800	2016	1	19	7	10	-12.05
6		2012012108	2016	1	24	22	36	-9.45
6		2014011849	2016	2	19	19	1	-8.34
6		2013010240	2016	2	5	4	26	-22.89
11		2013010786	2015	5	18	5	0	-20.08
11		2012012555	2015	9	23	0	31	-22.43
9		2013012586	2015	8	14	11	28	-15.77
11		2015010764	2016	1	21	14	21	-15.94
3		2015012855	2016	4	25	10	34	-9.04
7		2013012905	2015	12	4	18	27	-5.90
13		2012010394	2015	7	23	5	4	-17.94
12		2013010523	2015	3	6	3	59	-4.28
14		2014013524	2015	6	22	7	59	-13.50
5		2014013896	2016	11	13	14	9	-14.24
1		2012011523	2015	8	31	12	8	-16.70
6		2014011146	2016	7	29	20	13	-15.83
13		2014011645	2016	5	30	16	16	-3.63
8		2013011033	2015	12	7	6	31	-3.49
6		2014012293	2015	7	24	11	26	-4.81
8		2012012071	2016	1	12	15	2	-22.75
2		2013010965	2016	10	8	8	20	-19.89
5		2015010360	2016	12	13	18	5	-8.63
8		2014011510	2015	12	31	5	14	-9.51
6		2013010539	2016	7	23	22	16	-13.51
12		2014011755	2015	11	20	11	49	60.95
5		2012013529	2015	1	12	8	45	-22.88
6		2015010008	2015	3	28	9	11	-13.80
4		2012010115	2016	7	22	16	45	-21.35
14		2014011764	2015	2	23	2	18	-19.37
1		2012011111	2016	2	8	11	35	-15.74
8		2014011543	2015	3	9	2	43	-17.53
8		2014010229	2015	8	2	23	48	-21.97
12		2015012109	2016	1	14	11	42	-7.32
6		2014013396	2015	12	2	5	45	-18.01
11		2013010585	2016	9	9	22	58	-10.25
14		2012013229	2016	6	25	4	22	-7.42
9		2013012138	2015	12	31	8	32	-15.00
9		2012012517	2015	4	20	17	36	-16.50
6		2014010294	2016	3	24	13	29	327.79
1		2014010299	2015	7	30	22	39	-16.09
14		2014013039	2015	11	28	2	3	-12.23
5		2014011094	2016	11	17	20	44	-18.34
6		2013012504	2016	7	10	13	35	132.80
3		2013010980	2016	12	12	18	6	-6.62
10		2013010334	2016	1	15	13	12	295.12
6		2014012289	2015	1	3	19	21	269.65
14		2015011153	2015	11	1	19	41	277.75
5		2014012085	2016	11	30	7	55	-9.43
8		2013013730	2015	12	21	13	14	-5.60
5		2012013451	2015	2	8	2	38	-22.37
7		2012013147	2015	2	5	21	11	-9.71
14		2012013539	2015	11	28	16	47	-20.60
3		2015011255	2016	6	12	9	13	-8.32
9		2013010511	2015	5	23	11	5	-21.49
4		2014011009	2015	8	17	7	27	337.26
14		2014013804	2016	5	1	7	55	-21.81
13		2014013014	2016	4	25	8	19	-16.03
12		2014011075	2015	9	26	5	35	-5.46
13		2014012535	2015	9	16	10	45	-10.72
9		2012013449	2016	4	7	15	45	-20.85
3		2014010155	2015	10	4	18	6	-21.14
4		2014010100	2016	9	1	15	38	-20.40
4		2014010384	2016	2	12	12	6	336.86
14		2014011077	2016	8	2	10	11	-13.27
1		2015011108	2015	10	18	16	43	-10.57
11		2012010466	2015	3	14	20	12	-17.66
3		2013012582	2015	1	13	20	29	-22.52
7		2014012401	2015	11	8	4	1	393.72
8		2015010848	2015	12	11	6	7	-22.84
14		2014011187	2015	9	2	16	43	-7.52
4		2015013543	2015	2	11	21	7	-7.60
11		2012010876	2016	8	23	15	42	126.19
6		2013013896	2015	5	13	0	27	-21.58
3		2013011779	2015	11	10	11	58	-20.68
7		2012011897	2015	2	15	5	6	402.24
14		2015011457	2016	11	12	23	47	-7.53
3		2012010600	2015	11	28	11	22	-12.36
2		2015012012	2016	3	1	13	29	-10.95
4		2015013247	2016	8	19	6	37	-22.66
1		2013012904	2015	1	2	8	44	-8.26
4		2012010894	2015	1	3	14	7	298.78
6		2014010131	2016	6	30	2	0	-7.72
6		2014011662	2016	5	10	6	18	287.50
2		2014010118	2016	8	29	22	6	-6.38
1		2015012539	2016	4	21	2	13	-18.46
11		2014010735	2015	3	1	14	0	-3.58
11		2014013090	2015	8	18	11	56	-9.04
11		2014011504	2016	3	9	12	19	-13.11
9		2015012695	2015	5	29	6	42	-16.34
9		2012010421	2015	10	24	20	55	-6.03
8		2015010786	2016	2	28	17	59	-20.47
11		2013011044	2016	12	25	1	0	-18.30
9		2014012422	2016	12	17	21	12	-6.48
11		2012012872	2016	3	19	3	33	-16.23
7		2013010349	2016	11	5	22	21	-9.09
1		2015010161	2015	9	2	7	56	-18.56
5		2014010546	2016	4	30	4	40	-7.51
8		2012011861	2016	3	28	2	43	-6.22
9		2012012214	2015	6	2	22	38	-8.84
11		2015010073	2015	3	2	21	39	-18.64
12		2015013008	2015	12	3	7	10	-8.67
6		2015012510	2016	7	12	13	31	-21.82
5		2012013205	2016	1	23	19	26	-21.52
3		2015012109	2015	4	11	14	6	-10.87
11		2014012701	2015	10	19	20	29	-22.27
10		2013013824	2015	3	24	7	25	-4.21
10		2014013007	2016	4	2	16	9	-8.79
14		2013013833	2015	5	14	19	43	-19.02
9		2015010494	2015	7	19	19	29	-21.38
8		2012011034	2016	4	22	2	41	-21.22
2		2014012288	2016	7	10	14	4	-9.78
8		2013013383	2016	7	23	14	24	-10.83
2		2013010580	2015	3	1	19	42	-21.93
3		2015013265	2016	1	22	20	9	-13.00
8		2014010240	2015	1	5	6	15	-21.29
1		2015010692	2016	2	25	8	47	-13.45
12		2013012337	2015	1	21	1	13	29.57
12		2012013528	2015	7	1	3	0	-9.22
10		2013012359	2015	8	13	9	55	-15.65
13		2015012522	2016	3	24	13	13	-13.25
8		2013010044	2016	9	12	13	24	-3.00
8		2012010159	2016	12	25	20	43	-3.61
2		2012011773	2016	10	13	21	45	-22.15
9		2014012894	2016	1	5	20	0	-22.10
5		2014013181	2015	4	27	6	52	-8.16
9		2014013635	2015	5	7	8	48	-5.56
13		2013011205	2015	6	3	9	30	-18.24
3		2015010282	2016	3	7	21	1	-14.80
2		2012010491	2015	8	17	8	1	126.01
11		2012011551	2016	11	16	7	28	-3.79
14		2013012108	2015	3	15	2	33	-9.72
11		2014011524	2015	12	23	22	6	-12.01
8		2013011505	2016	9	8	19	37	-15.54
12		2014010539	2016	10	15	0	29	-4.38
3		2012013856	2015	8	1	23	14	-13.52
4		2012013455	2016	11	17	14	20	167.22
13		2012010676	2015	7	2	13	37	-10.68
5		2015011649	2016	12	2	8	20	-8.75
6		2015012118	2016	5	15	3	12	-8.84
5		2012013618	2016	12	3	21	8	-14.20
4		2014010112	2015	5	14	19	39	-15.22
4		2013012228	2015	9	15	11	52	-3.66
10		2013011801	2016	11	27	18	2	-19.47
9		2012010015	2015	7	6	10	47	-17.14
2		2014011674	2016	2	16	20	45	-18.65
4		2015013432	2016	7	30	1	12	-12.23
7		2013012500	2016	6	27	22	42	-14.68
9		2015010706	2015	12	25	14	7	-14.82
2		2013011368	2016	7	29	23	12	-18.79
1		2014012298	2015	12	4	3	22	-15.81
14		2012012427	2016	8	20	17	2	-7.93
13		2013010031	2015	11	12	9	12	-12.29
13		2012012957	2016	4	11	7	49	-13.57
14		2013013805	2015	10	5	5	16	-4.86
6		2014013557	2015	1	5	22	31	306.74
3		2012011688	2016	9	15	19	40	-21.62
2		2014012579	2016	6	1	12	25	-13.21
11		2012010697	2016	7	27	12	2	-17.74
14		2014011628	2015	10	30	12	3	116.05
8		2015010227	2015	6	3	21	29	-7.74
12		2014011015	2015	1	7	12	43	-8.68
13		2015013895	2016	5	20	18	56	-10.00
10		2014011408	2015	6	25	3	34	-17.56
13		2012010203	2016	9	15	8	56	-8.68
11		2013010188	2016	10	13	9	3	-6.13
1		2015010500	2015	11	2	1	17	-15.02
2		2015011141	2015	7	23	18	43	-3.95
4		2015013460	2016	1	18	13	38	-22.19
13		2014010651	2015	7	28	21	48	-13.23
13		2014012398	2016	9	18	15	37	-15.39
10		2014013768	2016	12	7	16	12	-4.59
9		2015010052	2016	6	11	6	25	-19.73
5		2014012750	2016	6	15	12	2	-8.56
5		2015010945	2015	5	1	17	3	-7.51
12		2014012609	2015	9	29	2	3	-9.14
3		2015013212	2016	4	17	20	18	-10.73
3		2014010006	2015	7	13	1	4	-12.61
1		2015010038	2016	11	14	10	27	-17.03
1		2014012347	2016	12	2	20	23	-10.20
4		2013012508	2016	6	6	9	41	-11.81
2		2015011945	2016	9	26	20	7	-8.60
11		2013011589	2015	3	15	12	30	14.84
13		2014010339	2016	4	23	20	31	-20.09
11		2014010279	2016	6	1	0	25	-12.68
9		2013012972	2015	3	13	2	41	-3.04
5		2015012631	2016	4	18	22	18	-15.96
10		2015010752	2015	11	13	12	17	-12.76
1		2015010121	2016	2	20	12	52	-11.22
1		2015010790	2015	7	30	14	20	160.65
10		2015011210	2016	12	7	0	20	-11.56
5		2013013827	2015	4	18	7	11	-19.92
2		2015010161	2015	11	26	14	49	-14.62
2		2014010706	2015	3	30	7	54	-11.60
8		2014011009	2015	9	26	13	3	87.72
13		2012013615	2015	5	29	6	49	-19.65
7		2013012653	2016	2	10	10	32	-8.12
10		2015013734	2016	11	15	10	21	-21.00
8		2015011591	2015	6	14	1	59	-15.21
11		2014012075	2016	1	30	3	41	-10.53
8		2015010516	2016	11	20	11	11	-3.16
14		2014010839	2015	11	16	2	42	-22.81
5		2014010207	2016	3	18	2	50	-5.46
12		2015011216	2016	10	28	22	43	-17.84
6		2012010044	2015	9	28	21	35	368.97
11		2013010791	2016	5	14	5	38	-22.39
14		2013010536	2015	1	12	2	46	-9.41
1		2013011308	2015	2	4	14	16	-10.54
3		2014012929	2016	10	5	11	37	-17.58
10		2013013153	2016	1	26	9	40	-4.95
11		2014011310	2015	10	18	21	44	-11.55
8		2015013508	2015	7	12	11	6	-13.51
10		2015012041	2015	8	26	1	17	-4.05
11		2015010976	2016	3	2	15	10	-17.74
10		2015011521	2016	3	24	15	16	-20.17
9		2012013713	2015	3	8	18	25	-19.68
14		2013010033	2015	11	29	20	31	-15.77
10		2014012603	2016	1	5	15	11	-15.23
6		2015012201	2015	3	29	1	24	-10.37
8		2015013229	2016	12	29	16	16	-12.23
1		2015011514	2016	10	13	0	13	-12.93
10		2015011948	2015	10	27	21	52	-16.06
6		2014010102	2015	8	17	21	58	-16.20
3		2014013449	2015	8	3	19	13	-11.63
5		2014011704	2015	12	6	17	52	-6.86
4		2013010527	2016	3	26	19	42	-8.65
6		2012013201	2015	12	29	15	44	-12.45
2		2014010180	2015	5	14	13	30	-20.42
3		2013012019	2015	2	14	13	23	-14.82
10		2015011280	2016	4	24	14	18	-16.06
8		2013013287	2015	2	5	6	35	-7.22
4		2013010843	2016	12	2	3	21	-18.35
12		2014010663	2015	3	31	9	36	-19.05
11		2015011828	2016	1	3	21	26	-7.45
6		2015012700	2015	1	4	3	44	-11.51
6		2015011439	2016	3	4	13	34	-10.24
14		2013011002	2016	11	15	19	33	-15.61
10		2012013088	2016	6	27	8	0	-19.93
10		2015010735	2015	8	6	8	29	-6.76
2		2013011163	2015	8	17	15	3	-7.15
10		2012013043	2015	4	26	15	30	243.49
1		2015011567	2016	8	23	22	33	-8.25
6		2013012468	2015	7	1	11	56	-10.55
14		2012012327	2015	2	14	0	35	-18.56
1		2015013682	2015	1	9	5	12	-15.54
8		2013010861	2015	1	7	2	20	-19.91
13		2015011690	2016	1	14	4	3	-15.09
14		2013010336	2015	2	12	9	48	272.30
8		2013013709	2016	4	16	2	2	-10.69
3		2012012080	2015	10	18	22	31	-6.68
10		2012011303	2015	7	25	21	4	-13.07
12		2014011005	2016	3	14	9	6	-9.05
9		2012012026	2016	12	26	14	30	-15.76
1		2012013218	2015	8	19	1	57	-11.01
14		2014012673	2015	12	23	2	36	-7.61
3		2012011242	2015	2	5	22	31	-19.32
2		2014010051	2015	2	26	5	46	-17.67
6		2012010723	2015	8	28	22	33	-18.78
12		2013013067	2016	6	9	16	33	-7.86
3		2012013275	2015	6	8	7	1	-8.55
3		2012011445	2016	3	15	9	23	-8.57
3		2013011493	2016	10	7	21	51	-15.81
8		2013013736	2016	12	9	17	52	-19.03
5		2015011432	2015	10	18	16	53	-4.84
9		2014012792	2015	2	8	7	43	-22.92
10		2013010350	2016	11	7	14	29	-19.61
3		2014013730	2015	12	22	8	47	-20.01
4		2014011702	2016	3	16	14	46	-12.26
1		2015010161	2016	11	7	23	43	-21.01
3		2012012917	2015	10	15	3	11	-6.72
10		2013012277	2015	11	28	9	44	-13.37
11		2015013541	2015	7	11	4	57	-3.14
10		2015010241	2015	12	2	18	35	-20.11
6		2012012147	2015	1	7	6	54	-14.88
2		2015012088	2016	3	30	21	39	-6.66
10		2014010268	2016	10	16	13	46	-9.72
7		2014013874	2015	11	1	22	53	-18.90
13		2014010164	2015	4	9	3	2	-18.41
7		2013012697	2016	1	14	20	5	-14.96
3		2014012596	2015	1	3	11	0	-17.92
10		2015013873	2016	8	8	21	18	-16.11
12		2012011673	2015	3	14	23	50	338.08
7		2015013650	2016	3	31	2	44	331.36
4		2014012490	2015	5	17	7	0	-6.02
5		2013010775	2016	11	11	7	43	-22.03
4		2012011024	2015	7	14	2	41	-12.66
4		2013011196	2015	12	13	6	5	-20.79
10		2015010762	2015	10	24	3	48	-6.86
2		2013012750	2016	10	17	11	56	-21.12
5		2013010014	2015	10	5	17	42	-5.09
9		2013011263	2015	6	6	0	0	-19.23
6		2012011325	2015	7	25	4	58	-22.89
13		2013013138	2016	8	18	5	34	-22.50
9		2014011400	2015	12	13	15	59	127.35
13		2015013657	2016	3	16	19	44	-8.39
3		2013013602	2016	12	13	12	38	-4.81
13		2012012507	2016	5	18	20	59	235.30
14		2012010216	2016	1	16	5	18	-14.19
14		2014013599	2016	3	26	19	55	-20.34
3		2015010490	2016	1	6	16	5	-14.95
5		2014013230	2015	9	29	10	57	-9.80
1		2012011418	2016	12	19	7	41	-3.57
9		2012011474	2016	6	12	15	19	-7.10
4		2015010114	2015	1	16	21	31	-11.34
14		2013011232	2016	5	1	9	3	-4.92
4		2012012471	2016	6	28	2	40	-8.64
9		2012013671	2015	5	12	18	4	-16.14
13		2013010820	2016	11	21	9	39	-8.65
4		2012013594	2015	5	15	20	8	-19.75
10		2012011412	2015	8	7	3	11	-8.82
13		2014013048	2016	10	19	13	20	-18.55
14		2015013054	2015	4	28	23	13	-21.53
9		2015012302	2016	3	4	3	40	-19.13
4		2012013267	2015	7	12	2	24	-11.91
7		2014013040	2016	12	17	17	13	-15.02
13		2014013279	2015	2	28	11	31	-3.72
5		2012013785	2016	1	29	2	20	-15.41
7		2013010418	2015	9	25	15	10	-7.45
8		2013010685	2015	7	25	3	59	-20.45
9		2013012062	2015	7	8	23	24	-8.10
1		2012013166	2015	6	23	11	52	-16.74
14		2014012632	2015	5	23	20	39	-17.76
5		2013013369	2016	8	28	0	30	-9.40
8		2012010377	2015	2	7	21	37	-14.83
9		2014013706	2016	6	22	18	24	-10.05
13		2012012756	2016	6	22	19	43	-9.41
9		2012013248	2015	8	30	18	25	-5.74
11		2015011277	2015	9	5	15	57	-13.44
14		2012012297	2016	6	7	1	0	-9.57
11		2012012951	2016	1	15	17	26	-21.88
4		2015010540	2015	8	6	19	19	216.09
12		2015011407	2015	7	11	19	41	-17.53
4		2014010908	2015	12	4	12	12	-9.99
4		2015012890	2016	4	5	12	51	-18.87
10		2012013441	2016	4	23	17	13	-10.56
14		2012010922	2015	8	11	19	15	-10.31
8		2015012400	2015	7	21	23	55	-6.51
8		2015013293	2015	10	9	9	6	233.80
4		2012011607	2016	10	9	17	41	-3.42
11		2012012418	2016	9	1	20	11	-8.14
13		2013013646	2016	8	16	22	57	-16.01
5		2012010123	2015	11	14	18	24	-6.67
10		2013013061	2016	9	19	17	45	-22.36
9		2015010937	2015	3	5	22	55	-14.81
14		2013010627	2015	9	12	20	43	-13.03
8		2014012557	2015	2	2	14	32	-15.72
3		2015012903	2016	1	25	0	43	153.15
14		2012013284	2016	10	3	12	6	-18.01
2		2015012073	2015	1	5	16	54	-19.86
6		2014012615	2016	10	2	1	48	37.78
9		2014010929	2015	6	2	0	28	-6.77
5		2015013337	2015	7	22	12	55	-7.95
4		2015012311	2016	8	18	4	56	-16.56
7		2013010389	2015	10	26	22	40	-11.80
2		2012011154	2015	6	6	6	3	-7.45
9		2012013759	2016	9	13	1	43	-9.29
6		2013011959	2015	11	26	23	48	-19.33
4		2012011914	2015	9	7	3	7	-9.67
7		2015012944	2015	7	25	16	8	219.96
7		2015012126	2015	7	2	7	0	-12.95
9		2013012166	2015	11	10	21	23	-21.61
6		2013013087	2015	1	30	12	32	-14.16
7		2014011610	2016	4	17	23	40	-22.81
1		2013013807	2016	11	6	16	36	-12.11
7		2014012500	2015	10	24	4	43	-15.53
5		2015010763	2016	10	5	18	15	-7.04
14		2015010308	2016	6	24	7	23	-4.44
7		2014010842	2015	6	24	13	43	-9.33
3		2013011584	2015	7	22	2	33	-14.00
9		2013011514	2016	2	6	21	21	-13.06
14		2012011445	2016	6	3	12	16	-4.23
8		2015010055	2016	8	21	23	36	-16.91
12		2012011605	2016	10	17	20	57	-22.29
6		2015010479	2015	3	24	0	48	-16.79
1		2014010958	2015	9	13	6	12	-18.97
13		2015010614	2016	1	14	15	26	-8.49
10		2012011126	2016	6	8	17	35	-15.26
8		2013011517	2016	1	24	5	35	-7.24
2		2014012221	2016	7	6	0	46	-3.38
7		2013011306	2016	4	24	18	24	-4.92
14		2015011359	2016	7	21	16	32	-18.71
8		2014012624	2016	8	9	1	32	-15.00
12		2014011957	2016	1	2	20	41	-22.31
7		2012010848	2015	12	15	17	13	-16.01
13		2014011044	2016	2	8	7	20	11.44
5		2012010740	2016	12	18	1	39	-17.97
9		2015012244	2015	9	2	3	39	381.38
3		2013012792	2016	5	20	17	54	-7.40
14		2015011998	2015	4	18	13	46	-4.75
8		2015010718	2016	4	30	13	22	-4.40
2		2013011089	2015	3	27	11	16	-3.01
7		2012012512	2016	12	1	6	17	-5.21
13		2013011965	2015	11	29	9	23	-12.10
12		2015011472	2016	4	20	12	21	-6.27
2		2014012383	2015	9	29	9	39	-21.24
2		2014013604	2015	6	30	22	52	33.30
8		2012010774	2016	6	21	19	22	26.07
5		2015010991	2015	7	18	8	21	-18.70
7		2015013138	2016	7	11	8	9	-5.16
3		2014011457	2015	1	2	11	49	-8.33
11		2014011900	2016	7	8	2	15	-4.33
14		2014012642	2015	12	4	4	0	367.92
4		2015010389	2015	4	12	10	54	7.83
5		2012011641	2015	3	30	17	52	-22.49
6		2015010343	2016	12	14	7	48	-4.18
13		2015011221	2016	7	3	12	12	-22.28
7		2014011437	2015	7	16	14	48	-11.68
11		2014012183	2016	11	20	18	6	-4.64
7		2013012791	2015	11	17	10	33	-9.42
7		2012013729	2016	3	25	13	12	-14.60
4		2013011768	2016	6	18	1	1	-10.91
2		2012010500	2016	6	1	6	11	-12.34
11		2012010194	2016	7	15	3	35	-7.24
8		2015011749	2016	9	1	13	58	-4.72
14		2015010940	2016	3	20	9	34	-16.33
4		2014012226	2015	7	2	23	54	-10.61
14		2013013210	2016	10	4	3	47	-17.38
1		2014010250	2015	4	29	19	53	-20.14
8		2012012024	2016	8	17	7	53	-13.75
11		2015012478	2016	6	23	19	32	-15.78
11		2015011566	2016	1	15	11	38	-10.06
14		2015013408	2016	7	8	10	45	-11.54
5		2013010167	2015	1	21	21	31	-21.57
2		2012010039	2015	5	22	4	23	-19.19
6		2014010631	2015	9	20	20	40	28.50
9		2015013662	2016	3	25	2	29	-5.25
11		2015011833	2015	3	14	8	46	-10.05
9		2013012593	2015	4	18	13	48	-5.60
5		2014012397	2015	8	5	16	58	-13.88
10		2014011795	2016	6	10	0	53	-3.46
8		2015010639	2016	12	13	22	47	-19.90
12		2012010848	2015	5	1	22	7	-18.98
11		2012010885	2016	4	5	8	57	-20.23
3		2014012137	2015	7	16	16	8	-13.63
13		2013013704	2015	8	4	19	59	-13.07
6		2013013806	2016	11	19	2	21	-10.63
8		2012010229	2015	6	30	23	36	-8.25
14		2014011956	2015	12	1	8	48	-5.16
2		2012010868	2016	3	9	16	11	-20.59
13		2013013086	2015	1	20	15	39	-6.74
6		2013013699	2016	2	23	22	24	-19.58
7		2013011926	2016	12	5	22	40	-8.38
13		2014012574	2015	9	2	12	46	-8.86
14		2013012871	2016	10	13	7	58	-20.34
1		2013010859	2015	5	15	9	34	-8.72
13		2012012122	2015	5	10	21	29	-11.54
8		2013012285	2015	8	16	22	58	-17.88
8		2013011507	2015	8	12	12	50	-19.37
13		2015010801	2016	7	17	17	9	-7.55
13		2015013368	2015	1	29	13	13	-12.65
8		2013013135	2016	9	25	11	30	-16.36
9		2013013576	2016	7	6	17	39	-22.66
7		2015013697	2015	10	15	2	5	-9.35
9		2014013352	2015	11	30	17	39	172.23
11		2015010570	2015	8	12	21	35	-19.40
6		2012013684	2015	2	6	23	53	-22.16
7		2013011611	2016	11	9	7	55	-9.20
14		2015011225	2016	9	2	14	51	-4.89
11		2014013051	2016	5	5	4	17	-11.80
11		2015013791	2016	12	8	22	40	-18.04
12		2013012165	2015	12	23	12	54	-3.25
8		2014011419	2016	4	17	0	29	-18.52
10		2012013592	2015	12	17	8	44	-4.21
7		2015011469	2016	4	1	13	40	-3.29
11		2013013723	2015	6	17	20	49	-21.65
10		2014013262	2016	12	14	15	25	-21.59
1		2015012076	2015	8	22	7	3	-5.71
